Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
169,Alton,"Lucy's Place, LLC",130700816.0,6.0,38484065.92,34951089.32,3532976.6,11735959.0,8202863.45,3533095.55,1195682.8,1019027.93,176654.87
170,Alton,Marlana Clemons,150700415.0,6.0,3254247.74,2995300.3,258947.44,1133369.0,874420.84,258948.16,87397.96,74450.46,12947.5
171,Alton,Melvey's Place Inc.,170703744.0,6.0,4016488.25,3691111.81,325376.44,1447124.0,1121747.56,325376.44,110139.74,93870.93,16268.81
172,Alton,Milton Place Inc.,160700761.0,6.0,28726570.58,26212415.29,2514155.29,9165786.0,6650608.56,2515177.44,852219.16,726460.26,125758.9
173,Alton,NEELKANTH INC.,150702149.0,6.0,5845950.96,5321668.23,524282.73,1896318.0,1372035.19,524282.81,177733.84,151519.71,26214.13
174,Alton,"NEW D.J.'S BAR & GRILL, INCORPORATED",120700651.0,6.0,23402094.19,21361618.21,2040475.98,6968998.0,4928521.96,2040476.04,690795.21,588771.3,102023.91
175,Alton,"NICKLESHOOTERS, INC.",140700988.0,6.0,6267299.17,5724099.25,543199.92,2129032.0,1585771.74,543260.26,183680.43,156517.37,27163.06
176,Alton,No Losers Corp.,190701009.0,6.0,16966967.12,15601452.53,1365514.59,5204309.0,3838728.66,1365580.34,463990.73,395711.62,68279.11
177,Alton,"Norb's Tavern, Inc.",120704520.0,6.0,18830337.42,17238485.6,1591851.82,5868634.0,4276735.78,1591898.22,539024.16,459429.16,79595.0
178,Alton,"Nu Bowl Lanes, Inc.",120701464.0,6.0,22333343.32,20486562.65,1846780.67,6461424.0,4614593.61,1846830.39,625110.47,532768.9,92341.57
179,Alton,"Pearl Market, Inc.",220701940.0,6.0,2799977.3,2534501.78,265475.52,1003504.0,738028.34,265475.66,90261.86,76988.05,13273.81
180,Alton,"Pete's Lounge, Inc.",120706274.0,6.0,23996264.46,21965012.65,2031251.81,7443708.0,5412440.87,2031267.13,688256.15,586692.76,101563.39
181,Alton,"PMT Management, Inc.",190703534.0,4.0,5042657.85,4692621.02,350036.83,1730083.0,1380046.17,350036.83,119010.91,101509.06,17501.85
182,Alton,"POP's SALOON, INC.",140704215.0,3.0,4732946.59,4395557.18,337389.41,1384911.0,1047521.59,337389.41,114047.95,97178.39,16869.56
183,Alton,"Reggie's Place, Inc.",160702221.0,6.0,8131202.95,7472981.45,658221.5,2757610.0,2099387.81,658222.19,222921.01,190009.9,32911.11
184,Alton,"Riverbend Billiards & Grill, Inc.",120700230.0,5.0,172813.04,165536.48,7276.56,55146.0,47869.5,7276.5,2401.26,2037.43,363.83
185,Alton,"RW EVEANS, LLC",140700062.0,6.0,2863889.35,2650177.54,213711.81,831766.0,618054.19,213711.81,71385.78,60700.24,10685.54
186,Alton,"SANTINO'S STEAK AND PASTA HOUSE, INC.",190704027.0,5.0,635932.92,567878.42,68054.5,227970.0,159914.96,68055.04,23138.78,19736.03,3402.75
187,Alton,Sapana Inc.,220701468.0,6.0,1706070.0,1569318.01,136751.99,554781.0,418029.01,136751.99,46495.66,39658.07,6837.59
188,Alton,Slottys Alton Inc.,190700327.0,6.0,23441311.68,21591208.35,1850103.33,6902886.0,5052762.62,1850123.38,628042.53,535536.3,92506.23
189,Alton,Spaulding Club Association,120713091.0,5.0,676143.26,631373.55,44769.71,254760.0,209990.29,44769.71,14792.24,12553.75,2238.49
190,Alton,"Sports Tap, LLC",210700723.0,6.0,7921870.4,7278404.97,643465.43,2814996.0,2171530.44,643465.56,218778.15,186604.88,32173.27
191,Alton,Stampede Market & Grill LLC,210703754.0,6.0,1884891.69,1741215.27,143676.42,702284.0,558607.53,143676.47,48849.92,41666.09,7183.83
192,Alton,"The Conservatory, LLC",220700186.0,3.0,216981.07,198837.15,18143.92,95714.0,77569.9,18144.1,6168.98,5261.79,907.19
193,Alton,The Warehouse Bar & Grille LLC,180701313.0,4.0,461751.62,424153.62,37598.0,148849.0,111251.04,37597.96,12407.25,10527.37,1879.88
194,Alton,Tony's West Ninth Inc.,200700003.0,3.0,951304.8,877723.62,73581.18,385187.0,311602.5,73584.5,25018.9,21339.62,3679.28
195,Alton,"Town Club of Alton, Inc.",120701189.0,6.0,8147851.77,7452089.98,695761.79,2335959.0,1640197.21,695761.79,235094.99,200306.84,34788.15
196,Alton,"Van Lenhardt, Incorporated",130706097.0,6.0,18413459.59,16855514.43,1557945.16,6475820.0,4917725.17,1558094.83,527881.22,449976.48,77904.74
197,Alton,"Van Lenhardt, Incorporated",200702976.0,6.0,8527491.02,7784058.44,743432.58,2877986.0,2134553.42,743432.58,252767.89,215596.17,37171.72
198,Alton,"VVH Golf Management, LLC",140700081.0,4.0,8508.6,7738.65,769.95,3150.0,2380.05,769.95,254.06,215.57,38.49
199,Altona,"As Lake, Inc.",200702457.0,6.0,5061381.79,4665245.24,396136.55,1634542.0,1238405.35,396136.65,134686.67,114879.78,19806.89
200,Altona,"KBNT, INC.",140704094.0,5.0,1431880.9,1333374.71,98506.19,417925.0,319416.01,98508.99,32507.95,27582.5,4925.45
201,Altona,VIP Gas LLC,200700812.0,5.0,3638860.56,3345951.31,292909.25,1101009.0,808079.75,292929.25,99596.45,84949.95,14646.5
202,Amboy,"Amboy Long Branch, LTD.",200701720.0,4.0,1500570.98,1383682.35,116888.63,443090.0,326201.37,116888.63,39742.29,33897.84,5844.45
203,Amboy,"DABAR, INC.",120703716.0,6.0,19319626.56,17567976.21,1751650.35,6365000.0,4613209.45,1751790.55,593741.14,506151.54,87589.6
204,Amboy,"JP FAMILY, INC.",130701415.0,5.0,3773631.61,3452947.98,320683.63,1204085.0,883381.37,320703.63,108418.98,92383.75,16035.23
205,Amboy,"LIPS CHRISTOFFERSEN, INC",120706073.0,6.0,12047931.84,10920199.01,1127732.83,4331807.0,3204033.88,1127773.12,382438.85,326050.11,56388.74
206,Amboy,Maria's Pizza of Amboy Inc.,140700730.0,5.0,2453773.56,2230729.63,223043.93,673729.0,450680.84,223048.16,75510.17,64357.7,11152.47
207,Amboy,Sefer Selmani ,130704641.0,6.0,4193660.0,3841977.78,351682.22,1247581.0,895872.73,351708.27,118428.06,100842.58,17585.48
208,Amboy,"TWO SISTERS ON MAIN, LLC",160701174.0,6.0,20560869.94,18779241.64,1781628.3,6134293.0,4352602.4,1781690.6,603565.66,514481.1,89084.56
209,Andalusia,"Luebbe's, LLC",220700652.0,4.0,584675.21,539122.64,45552.57,181781.0,136228.43,45552.57,15488.09,13210.42,2277.67
210,Andalusia,Madel LLC,200701534.0,6.0,3016518.54,2763488.24,253030.3,1000917.0,747805.91,253111.09,86057.92,73402.36,12655.56
211,Andalusia,Pathibhara LLC,230700154.0,5.0,55181.9,51553.25,3628.65,16236.0,12607.31,3628.69,1233.74,1052.31,181.43
212,Andalusia,"SGM SPORTS BAR, INC.",140703025.0,4.0,5362233.03,4860760.57,501472.46,1531273.0,1029800.17,501472.83,169821.61,144747.88,25073.73
213,Andover,"Nuttyprises, LLC",180702972.0,6.0,14585428.11,13410669.35,1174758.76,4414924.0,3240136.69,1174787.31,398250.73,339511.33,58739.4
214,Anna,"Anna Lodge No. 1346, Loyal Order of Moose",120807292.0,6.0,4199811.69,3857506.3,342305.39,1242097.0,899791.27,342305.73,115961.76,98846.44,17115.32
215,Anna,"Anna-Jonesboro, Illinois Lodge No. 1641 BPO of Elks of the USA",120805216.0,6.0,13131324.51,12253205.15,878119.36,4165318.0,3287196.54,878121.46,297337.07,253430.88,43906.19
216,Anna,"Bob's Tavern, Inc. ",120707910.0,6.0,10906866.96,10036168.02,870698.94,3105838.0,2235055.52,870782.48,294052.6,250513.45,43539.15
217,Anna,David & Kimberly Prater,130703143.0,5.0,7144916.81,6612853.77,532063.04,2279221.0,1747131.95,532089.05,180412.86,153808.32,26604.54
218,Anna,"George Anderson Investments, L.L.C.",190700134.0,6.0,9778106.07,9011563.62,766542.45,2491707.0,1725164.55,766542.45,259632.5,221305.31,38327.19
219,Anna,"J. D. Streett & Company, Inc.",170702642.0,6.0,12048721.74,10908902.59,1139819.15,3588330.0,2448500.83,1139829.17,385815.6,328824.07,56991.53
220,Anna,KMS Enterprises LLC,220702650.0,6.0,389049.76,350695.9,38353.86,144884.0,106530.14,38353.86,13040.35,11122.64,1917.71
221,Anna,Lou A Boswell,120704945.0,5.0,2647264.84,2454861.8,192403.04,707516.0,515112.96,192403.04,64836.87,55216.71,9620.16
222,Anna,Lynn Stoner,170702932.0,5.0,4634433.62,4262598.56,371835.06,1360556.0,988720.64,371835.36,126010.38,107418.61,18591.77
223,Anna,Money Mullins Place LLC,220700565.0,6.0,3945667.96,3577593.19,368074.77,1276683.0,908573.41,368109.59,125157.43,106751.92,18405.51
224,Anna,Ninkasi Beverage Group LLC,190702428.0,5.0,5619288.11,5088613.15,530674.96,1528421.0,997745.92,530675.08,180350.87,153817.08,26533.79
225,Anna,OM KRISHNA LLC,180704387.0,6.0,13454346.3,12230410.61,1223935.69,3681295.0,2457321.27,1223973.73,416007.02,354808.25,61198.77
226,Anna,"Rhodes Convenience Stores, Inc.",190701683.0,6.0,23994594.03,21982542.08,2012051.95,7021867.0,5009815.05,2012051.95,682794.92,582192.29,100602.63
227,Anna,Sure Shot Billiards LLC,220701293.0,6.0,383925.01,356761.1,27163.91,129460.0,102296.09,27163.91,9235.79,7877.61,1358.18
228,Anna,T.D. Gaming L.L.C. Lucky Lady Anna,180701451.0,6.0,21019104.27,19274217.44,1744886.83,6475401.0,4730506.02,1744894.98,591006.13,503761.31,87244.82
229,Anna,"ZARZ, INC.",130705305.0,3.0,186596.9,170119.98,16476.92,42579.0,26102.08,16476.92,5437.26,4613.42,823.84
230,Annawan,Christopher Vandersnick,120710708.0,6.0,12773415.12,11727295.31,1046119.81,4526364.0,3480214.99,1046149.01,354706.2,302398.71,52307.49
231,Annawan,"Expresslane, Inc.",131002303.0,5.0,16114943.54,14772321.49,1342622.05,5128374.0,3785749.46,1342624.54,453864.52,386733.27,67131.25
232,Annawan,JASWAL PETROLEUM INC.,220703380.0,4.0,88642.08,79651.84,8990.24,33224.0,24233.76,8990.24,3056.71,2607.19,449.52
233,Annawan,"Mick's Place, Inc.",150702322.0,5.0,647770.8,592680.96,55089.84,207128.0,152037.81,55090.19,18196.21,15441.72,2754.49
234,Annawan,"Rakestraw Enterprises, LLC",180702425.0,6.0,3545147.71,3253904.6,291243.11,1174910.0,883667.09,291242.91,98208.34,83646.16,14562.18
235,Annawan,"Sagar Patel, LLC",210702065.0,5.0,843430.52,774297.94,69132.58,281838.0,212705.37,69132.63,23505.37,20048.71,3456.66
236,Annawan,WE MICKS A LOT LLC,220701051.0,5.0,593500.77,535322.95,58177.82,220593.0,162415.18,58177.82,19780.64,16871.73,2908.91
237,Antioch,"ANG RESTAURANT, INC.",150700666.0,6.0,20817586.72,19101189.94,1716396.78,7386967.0,5670570.22,1716396.78,581195.49,495375.58,85819.91
238,Antioch,ANTIOCH LANES LLC,170703603.0,6.0,4626137.53,4228368.55,397768.98,1619414.0,1221644.34,397769.66,134576.82,114688.23,19888.59
239,Antioch,"Antioch Liquor Mart, Inc.",220701027.0,6.0,872811.68,792950.71,79860.97,290143.0,210282.03,79860.97,27152.93,23159.85,3993.08
240,Antioch,"Bezak Enterprises, Inc.",130706457.0,6.0,17899448.39,16375624.17,1523824.22,6386596.0,4862753.28,1523842.72,516333.05,440140.85,76192.2
241,Antioch,"Blackhawk Restaurant Group, LLC Series ACAntioch",130702441.0,6.0,66540952.9,61428918.83,5112034.07,19932843.0,14820752.7,5112090.3,1731609.62,1476005.0,255604.62
242,Antioch,Casa Ruiz Inc.,220701437.0,4.0,201117.89,184287.51,16830.38,70360.0,53529.42,16830.58,5722.54,4881.0,841.54
243,Antioch,"CORNICIONES, LLC",190704192.0,6.0,3806553.7,3487689.8,318863.9,1311039.0,992135.1,318903.9,108427.91,92482.61,15945.3
244,Antioch,CUHLIFE LLC ANTIOCH,180703730.0,6.0,47056692.18,42715242.09,4341450.09,16841546.0,12500095.91,4341450.09,1471570.43,1254497.84,217072.59
245,Antioch,Drivetime Indoor Golf LLC,220703736.0,6.0,37862.04,33197.15,4664.89,14845.0,10180.11,4664.89,1586.1,1352.85,233.25
246,Antioch,"DSD Family, Inc.",170700794.0,6.0,33327141.81,30448079.07,2879062.74,10999690.0,8120627.26,2879062.74,974611.45,830658.19,143953.26
247,Antioch,"GAILBERT, INC.",180701092.0,5.0,7032273.03,6412585.43,619687.6,2550764.0,1931076.4,619687.6,208989.62,178005.15,30984.47
248,Antioch,"Johnny's Chophouse, LLC",180701007.0,6.0,8784473.51,8039479.54,744993.97,2944215.0,2199173.38,745041.62,252840.53,215588.37,37252.16
249,Antioch,"Limerick Lounge, Inc.",120702986.0,6.0,33225849.63,30524211.27,2701638.36,11871378.0,9169733.34,2701644.66,915649.5,780567.21,135082.29
250,Antioch,"MGNT ENTERPRISES, LLC",220700528.0,5.0,517941.17,462801.27,55139.9,167454.0,112314.1,55139.9,18747.59,15990.6,2756.99
251,Antioch,"New Midwest Hotels Antioch, LLC",120702248.0,6.0,22567465.06,20447357.17,2120107.89,7341970.0,5221862.01,2120107.99,717722.19,611716.69,106005.5
252,Antioch,"Oliverii North, Inc.",160701511.0,3.0,181159.7,166957.97,14201.73,61363.0,47161.27,14201.73,4686.49,3976.39,710.1
253,Antioch,RR&T MANAGEMENT LLC,220700797.0,5.0,958044.08,876324.77,81719.31,320145.0,238425.69,81719.31,27784.65,23698.65,4086.0
254,Antioch,"Sequoit Post No. 4551, Veterans of Foreign Wars of the United States",120905748.0,6.0,14685826.75,13402071.2,1283755.55,4959180.0,3675411.99,1283768.01,434776.68,370588.28,64188.4
255,Antioch,Szechwan Palace Antioch Inc.,160703876.0,4.0,3777042.27,3493743.7,283298.57,1420417.0,1137118.24,283298.76,95565.03,81400.11,14164.92
256,Antioch,"The Lodge of Antioch, LTD.",120706469.0,6.0,21674024.18,19867957.15,1806067.03,8244037.0,6437969.97,1806067.03,611955.86,521652.47,90303.39
257,Antioch,The Pizza Join Biz LLC,160702472.0,6.0,17773429.93,16332799.49,1440630.44,6248773.0,4808085.37,1440687.63,487851.41,415816.94,72034.47
258,Antioch,"The Rivalry, Ltd.",210703045.0,6.0,4232307.32,3837297.04,395010.28,1645112.0,1250079.17,395032.83,134310.97,114559.33,19751.64
259,Antioch,"Two Lucky Aces, Inc.",120709658.0,6.0,22213532.6,20191436.65,2022095.95,8051295.0,6029141.47,2022153.53,685316.12,584208.37,101107.75
260,Arcola,BACKWATER LLC,210701478.0,6.0,4298805.85,3910534.19,388271.66,1441491.0,1053219.14,388271.86,132012.78,112599.15,19413.63
261,Arcola,D&M Central LLC,210703365.0,6.0,1394576.41,1281816.76,112759.65,453171.0,340331.1,112839.9,38365.73,32723.69,5642.04
262,Arcola,"It""ll Do Arcola, Inc.",120712985.0,6.0,2191019.55,2032694.66,158324.89,672451.0,514126.15,158324.85,52444.55,44528.32,7916.23
263,Arcola,"Jack Flash Properties, LLC",211002225.0,6.0,19315067.52,17830665.13,1484402.39,6645326.0,5160348.57,1484977.43,504892.5,430643.6,74248.9
264,Arcola,"Restaurants Unlimited, Inc.",170700080.0,3.0,216487.75,201501.35,14986.4,77149.0,62162.6,14986.4,4945.49,4196.19,749.3
265,Arcola,The Backalley Patio Inc.,200702298.0,6.0,7304808.92,6715513.6,589295.32,2543911.0,1954615.68,589295.32,200360.77,170895.97,29464.8
266,Arcola,"Yaw Investments, Inc.",180700676.0,6.0,18910877.06,17460358.87,1450518.19,6249349.0,4798830.77,1450518.23,491449.79,418923.8,72525.99
267,Arenzville,"AJ'S BAR & GRILL, INC.",130701423.0,4.0,3023991.01,2768921.36,255069.65,951289.0,696219.15,255069.85,86322.42,73605.96,12716.46
268,Argenta,"BARGENTA, LLC",160704026.0,6.0,18243970.44,16825085.89,1418884.55,5957180.0,4538244.14,1418935.86,480848.28,409901.4,70946.88
269,Argenta,"Elm Street Grill, Inc.",130703898.0,5.0,7738.31,8432.07,-693.76,2368.0,3061.76,-693.76,-228.99,-194.29,-34.7
270,Argenta,Smoking Jayson's Inc.,210702423.0,6.0,2078444.75,1908764.62,169680.13,779958.0,610277.87,169680.13,57691.5,49207.45,8484.05
271,Arlington,Sammy's Place Inc.,120707837.0,6.0,4203670.58,3825873.56,377797.02,1358480.0,980682.98,377797.02,127969.99,109080.04,18889.95
272,Arlington,TROYS PLACE LLC,180701947.0,6.0,17089559.9,15755934.58,1333625.32,5326828.0,3993153.26,1333674.74,451891.46,385207.72,66683.74
273,Aroma Park,Aroma Park Boating Association,150700989.0,4.0,3456615.1,3172906.89,283708.21,1173961.0,890252.48,283708.52,96142.54,81957.07,14185.47
274,Aroma Park,"AROMAKOT, LTD.",230700475.0,6.0,19105.63,16985.31,2120.32,5443.0,3322.68,2120.32,720.9,614.89,106.01
275,Aroma Park,FUN HUB INCORPORATED,220703803.0,6.0,346637.72,313496.14,33141.58,111543.0,78401.42,33141.58,11268.06,9610.99,1657.07
276,Aroma Park,Mac's Convenience Stores LLC,170703394.0,6.0,17906627.58,16299372.53,1607255.05,6427156.0,4819900.95,1607255.05,543664.84,463302.08,80362.76
277,Aroma Park,Ryan River Properties Inc.,130703309.0,4.0,3310856.56,2997706.19,313150.37,1019800.0,706649.63,313150.37,106024.96,90367.43,15657.53
278,Aroma Park,WASH N WINNIE'S OF AROMA PARK INC.,140703971.0,6.0,21469305.66,19735334.26,1733971.4,7115720.0,5381609.6,1734110.4,587693.93,500988.37,86705.56
279,Arthur,"ARM III, Inc.",160702453.0,6.0,10151311.48,9321191.1,830120.38,3624164.0,2794034.1,830129.9,280876.81,239370.25,41506.56
280,Arthur,Bernardi Family Enterprises Inc.,180700366.0,6.0,7675908.54,7072462.4,603446.14,2656063.0,2052616.66,603446.34,204512.41,174339.99,30172.42
281,Arthur,"Panther Properties 60, LLC",170702695.0,5.0,3630910.59,3348914.84,281995.75,1062169.0,780172.85,281996.15,95568.72,81468.98,14099.74
282,Arthur,"Wortman Holdings, LLC",200701790.0,6.0,6116726.34,5655864.85,460861.49,2295066.0,1834204.51,460861.49,156692.94,133649.84,23043.1
283,Ashkum,Michael Cnudde,140701737.0,3.0,1515248.28,1376182.93,139065.35,529334.0,390268.0,139066.0,46651.53,39698.24,6953.29
284,Ashkum,MONKEYWORKS INC.,210702902.0,6.0,916698.85,826841.96,89856.89,323340.0,233483.11,89856.89,30551.52,26058.66,4492.86
285,Ashkum,"The Right Stop Too, Inc.",120701180.0,6.0,5712918.93,5232412.86,480506.07,2084183.0,1603676.67,480506.33,162856.11,138830.73,24025.38
286,Ashland,MICKEY D'S INC.,120709654.0,5.0,6803320.81,6212125.39,591195.42,2083137.0,1491940.0,591196.99,200355.14,170795.23,29559.91
287,Ashland,"Walby's Place, Inc.",150702014.0,6.0,10194733.38,9404137.28,790596.1,3259118.0,2468521.15,790596.85,267893.5,228363.57,39529.93
288,Ashley,"Chop's Family Inn, Inc.",120708138.0,6.0,8362446.95,7679069.47,683377.48,2475828.0,1792450.3,683377.7,230985.37,196816.46,34168.91
289,Ashley,"D G & L, Incorporated",120704750.0,6.0,6223826.72,5669744.34,554082.38,2144202.0,1590119.52,554082.48,187586.18,159882.05,27704.13
290,Ashley,"J & L Bestways, Inc.",130705322.0,6.0,11519644.53,10586637.88,933006.65,3491632.0,2558624.37,933007.63,316172.4,269521.92,46650.48
291,Ashley,"THE VAULT GAMING LOUNGE, LLC",180701893.0,6.0,9344500.76,8543166.17,801334.59,3129890.0,2328537.63,801352.37,271462.61,231394.94,40067.67
292,Ashmore,ASBS INC.,120701323.0,6.0,11851694.73,10873734.12,977960.61,3390196.0,2412235.38,977960.62,331488.86,282590.79,48898.07
293,Ashmore,"I&I Deli, Inc.",180703662.0,6.0,16293118.68,15074594.02,1218524.66,4872090.0,3653527.34,1218562.66,413128.48,352200.38,60928.1
294,Ashmore,"J & B ENTERPRISES, INC.",120703511.0,6.0,7291267.27,6740382.06,550885.21,2315938.0,1765052.38,550885.62,186257.26,158712.91,27544.35
295,Ashmore,The Vault LP,220700953.0,6.0,2652961.75,2417729.91,235231.84,940557.0,705325.16,235231.84,79978.96,68217.36,11761.6
296,Ashton,"HUDDLE CAFE, LLC",200702104.0,4.0,3361397.22,3095762.53,265634.69,786848.0,521213.31,265634.69,90316.09,77034.31,13281.78
297,Ashton,"KRISTIE'S SWEET TREATS, LLC",210700509.0,6.0,3701668.88,3390573.46,311095.42,1154457.0,843361.58,311095.42,105772.62,90217.84,15554.78
298,Ashton,Lirim Neim Mimini,160702868.0,6.0,8719877.7,7985639.25,734238.45,2378520.0,1644281.55,734238.45,248455.98,211744.09,36711.89
299,Ashton,"Ralphie and Lulu's, Inc.",120711579.0,6.0,6231147.34,5614775.62,616371.72,2179327.0,1562948.38,616378.62,208503.05,177684.06,30818.99
300,Ashton,Sharon Miller,120711577.0,6.0,3945397.07,3579732.85,365664.22,1230093.0,864418.76,365674.24,123786.65,105502.85,18283.8
301,Assumption,Allen's 51 LLC,180700297.0,5.0,64472.59,60573.49,3899.1,26973.0,23074.08,3898.92,1286.63,1091.68,194.95
302,Assumption,Freedom Oil Company,180700055.0,6.0,12824059.87,11753825.42,1070234.45,3853911.0,2783676.7,1070234.3,362531.78,309020.03,53511.75
303,Assumption,Friendly Bar of Assumption Inc.,150703425.0,5.0,4218873.23,3865597.69,353275.54,1245230.0,891954.01,353275.99,119601.0,101937.09,17663.91
304,Assumption,Knotty Pine Bar & Grill LLC,160703008.0,5.0,6216285.5,5683405.45,532880.05,2017059.0,1484159.61,532899.39,180498.79,153853.77,26645.02
305,Astoria,AM PM 125 INC.,220700991.0,6.0,2036569.92,1847586.44,188983.48,640270.0,451286.52,188983.48,64254.81,54805.58,9449.23
306,Astoria,"ASTORIA TAVERN, INC.",220701378.0,6.0,2153933.3,1962013.76,191919.54,725253.0,533333.46,191919.54,65252.66,55656.66,9596.0
307,Astoria,Dayna Gale,180701745.0,3.0,449455.85,410259.81,39196.04,123466.0,84269.96,39196.04,12934.65,10974.85,1959.8
308,Astoria,GEMSTOP INC.,210700114.0,6.0,1701903.17,1573064.35,128838.82,548676.0,419837.18,128838.82,43805.27,37363.32,6441.95
309,Athens,"Athens Corner Pub, Inc.",120709661.0,6.0,8477068.11,7771490.1,705578.01,2901660.0,2196026.43,705633.57,239163.35,203881.61,35281.74
310,Athens,BOARS NEST BAR & GRILL INC.,120711943.0,6.0,7419585.37,6738554.74,681030.63,2549883.0,1868852.42,681030.58,230815.73,196764.29,34051.44
311,Athens,D.Q.R. Enterprises Inc,120708986.0,6.0,15102878.73,13879358.06,1223520.67,4686907.0,3463386.12,1223520.88,414465.53,353289.43,61176.1
312,Athens,Mainstreet Gaming Inc.,160700971.0,6.0,6960809.86,6254068.05,706741.81,2061168.0,1354391.59,706776.41,239279.99,203941.15,35338.84
313,Athens,Menard County American Legion Post #129,210900113.0,3.0,138434.11,127361.24,11072.87,58223.0,47150.13,11072.87,3764.95,3211.31,553.64
314,Atkinson,Angela K. Smith,190701415.0,5.0,1902528.89,1738500.85,164028.04,558626.0,394580.2,164045.8,55627.73,47425.37,8202.36
315,Atkinson,"Love's Travel Stops & Country Stores, Inc.",221000838.0,10.0,21269623.45,19308250.29,1961373.16,6415369.0,4453791.34,1961577.66,666387.22,568308.2,98079.02
316,Atkinson,Sad Corporation of Atkinson,180703728.0,5.0,382891.04,341838.54,41052.5,157940.0,116887.5,41052.5,13547.31,11494.69,2052.62
